Banco;ID;Emp;Tipo;Regra;Descricao;Debito;D-Terc;D-C/C;Credito;C-Terc;C-C/C;Historico;Debito;D-Terc;D-C/C;Credito;C-Terc;C-C/C;Historico;
237;748;1026;C;COM;CIELO VDA DEBITO MASTER CIA BRAS DE MEIOS DE PAGAMENTOS;#BCO;;;1191101;;;CIELO VDA DEBITO MASTER CIA BRAS DE MEIOS DE PAGAMENTOS;11531;;;11213;037848;;Recebimento - Cielo Cr�dito;
237;5825;9999;C;COM;CIELO VDA DEBITO MASTER CIELO SA;;;;;;;CIELO VDA DEBITO MASTER CIELO SA;;;;;;;;
237;3582;1386;C;COM;COBR RATEIO DE CREDITO;#BCO;;;1191101;;;COBR RATEIO DE CREDITO;;;;;;;;
237;943;1169;D;COM;COMISSAO SOBRE FIANCAS;5713003;;;#BCO;;;COMISSAO SOBRE FIANCAS;;;;;;;;
237;520;9999;D;COM;COMISSAO SOBRE FIANCAS ENCARGO ANTECIPADO;5715002;;;#BCO;;;COMISSAO SOBRE FIANCAS ENCARGO ANTECIPADO;;;;;;;;
237;76;9999;D;COM;COMISSAO VENDAS CARTAO;52411;;;#BCO;;;COMISSAO VENDAS CARTAO;;;;;;;;
237;4020;9999;D;COM;CONTA DE AGUA E ESGOTO INTERNET;1191201;;;#BCO;;;CONTA DE AGUA E ESGOTO INTERNET;21613;;;11529;;;Pagto.conta de �gua e esgoto - SABESP/SP;
237;12566;9999;D;COM;CONTA DE AGUA SABESP;1191201;;;#BCO;;;CONTA DE AGUA SABESP;;;;;;;;
237;3535;0851;D;COM;CONTA DE AGUA SABESP-0550794310;1191201;;;#BCO;;;CONTA DE AGUA SABESP-0550794310;;;;;;;;
237;6270;1576;D;COM;CONTA DE GAS INTERNET --COMGAS/SP;1191201;;;#BCO;;;CONTA DE GAS INTERNET --COMGAS/SP;;;;;;;;
237;4108;9999;D;COM;CONTA DE LUZ B.D.N.-ELETROPAULO METROP.;1191201;;;#BCO;;;CONTA DE LUZ B.D.N.-ELETROPAULO METROP.;21625;;;11529;;;Pagto.desp.com energia eletrica;
237;12836;9999;D;COM;CONTA DE LUZ CPFL PIRATININGA/SP;1191201;;;#BCO;;;CONTA DE LUZ CPFL PIRATININGA/SP;;;;;;;;
237;92;9999;D;COM;CONTA DE LUZ ELETROPAULO/SP;1191201;;;#BCO;;;CONTA DE LUZ ELETROPAULO/SP;21625;;;11529;;;Pagto.energia el�trica - &NOME14;
237;11595;9999;D;COM;CONTA DE LUZ INTERNET --ENERSUL/MS;1191201;;;#BCO;;;CONTA DE LUZ INTERNET --ENERSUL/MS;21625;;;11529;;;Pagto.energia el�trica - ENERSUL/MS;
237;4073;9999;D;BET;CONTA DE LUZ INTERNET*;1191201;;;#BCO;;;CONTA DE LUZ INTERNET*;21625;;;11529;;;Pagto.energia el�trica - ELETROPAULO;
237;59;9999;D;COM;CONTA DE TELEFONE;1191201;;;#BCO;;;CONTA DE TELEFONE;21642;;;11529;;;Pagto.conta de telefone - #DES[30|15];
237;12563;9999;D;COM;CONTA DE TELEFONE INTERNET --CLARO S.A.;1191201;;;#BCO;;;CONTA DE TELEFONE INTERNET --CLARO S.A.;;;;;;;;
237;6194;9999;D;COM;CONTA DE TELEFONE INTERNET --CLARO SP DDD 11;1191201;;;#BCO;;;CONTA DE TELEFONE INTERNET --CLARO SP DDD 11;21642;;;11529;;;Pagto.conta de telefone - #DES[30|15];
237;6242;9999;D;COM;CONTA DE TELEFONE INTERNET --TELEFONICA BRASIL S;1191201;;;#BCO;;;CONTA DE TELEFONE INTERNET --TELEFONICA BRASIL S;21642;;;11529;;;Pagto.conta de telefone - #DES[30|15];
237;6186;9999;D;COM;CONTA DE TELEFONE INTERNET --TELEFONICA/SP;1191201;;;#BCO;;;CONTA DE TELEFONE INTERNET --TELEFONICA/SP;21642;;;11529;;;Pagto.conta de telefone - #DES[30|15];
237;6083;9999;D;COM;CONTA DE TELEFONE INTERNET --VIVO/SP;1191201;;;#BCO;;;CONTA DE TELEFONE INTERNET --VIVO/SP;21642;;;11529;;;Pagto.conta de telefone - #DES[30|15];
237;4804;1169;D;COM;COOBRIGACAO DESCONTO DIVERSOS RECEBIMENTOS;1191201;;;#BCO;;;COOBRIGACAO DESCONTO DIVERSOS RECEBIMENTOS;;;;;;;;
237;83;9999;D;COM;DEB DESCONTO DUPLICATAS;1191201;;;#BCO;;;DEB DESCONTO DUPLICATAS;;;;;;;;
237;15;9999;D;COM;DEBITO AUTOMATICO;1191201;;;#BCO;;;DEBITO AUTOMATICO;21111;048111;;11529;;;Pagto.t�tulo - &NOME19;
237;133;9999;D;COM;DEBITO DESCONTO CHEQUES;1191201;;;#BCO;;;DEBITO DESCONTO CHEQUES;;;;;;;;
237;822;9999;D;COM;DEBITO P/ORDEM DE FIRMAS CIELO;1191201;;;#BCO;;;DEBITO P/ORDEM DE FIRMAS CIELO;;;;;;;;
237;4276;1169;C;COM;DEBITO P/ORDEM DE FIRMAS CIELO S/A TEL.0800.570-8472;#BCO;;;1191101;;;DEBITO P/ORDEM DE FIRMAS CIELO S/A TEL.0800.570-8472;;;;;;;;
237;12875;2195;C;COM;DEP CHEQUE ATM AG00511MAQ036671SEQ06164;1191201;;;#BCO;;;DEP CHEQUE ATM AG00511MAQ036671SEQ06164;;;;;;;;
237;11581;9999;C;COM;DEP CHQ NET EMPRESA CRD DEP CH NET EMPRESA FIEL;#BCO;;;1191101;;;DEP CHQ NET EMPRESA CRD DEP CH NET EMPRESA FIEL;11531;;;11211;048113;;Recebimento - #DES[44|15];
237;12814;9999;C;COM;DEP CORBAN DINHEIRO;#BCO;;;1191101;;;DEP CORBAN DINHEIRO;;;;;;;;
237;5795;9999;C;COM;DEP DINH C/C ;#BCO;;;1191101;;;DEP DINH C/C ;;;;;;;;
237;6204;9999;C;COM;DEP DINH CORRESP BANC;#BCO;;;1199999;;;DEP DINH CORRESP BANC;;;;;;;;
237;71;1152;C;COM;DEP DINH CORRESP BANC;#BCO;;;1191301;;;DEP DINH CORRESP BANC;;;;;;;;
237;3632;1378;C;COM;DEP DINH CORRESP BANC O PROPRIO FAVORECIDO;#BCO;;;1191101;;;DEP DINH CORRESP BANC O PROPRIO FAVORECIDO;;;;;;;;
237;12815;9999;C;COM;DEP DINHEIRO;#BCO;;;1191101;;;DEP DINHEIRO;;;;;;;;
237;12711;9999;C;COM;DEP DINHEIRO P/ TERC ;#BCO;;;1191101;;;DEP DINHEIRO P/ TERC ;;;;;;;;
237;12709;9999;C;COM;DEP DINHEIRO P/ TERC BDN AG00376MAQ040981SEQ06006;#BCO;;;1191101;;;DEP DINHEIRO P/ TERC BDN AG00376MAQ040981SEQ06006;;;;;;;;
237;12860;9999;C;COM;DEP DISPONIVEL INT AG *154435158000053;#BCO;;;1191101;;;DEP DISPONIVEL INT AG *154435158000053;;;;;;;;
237;12712;9999;C;COM;DEP ENTRE ;#BCO;;;1191101;;;DEP ENTRE ;;;;;;;;
237;66;9999;D;COM;DEP. IDENT. DP;1191201;;;#BCO;;;DEP. IDENT. DP;11213;048113;;11529;;;DESCONTO DE ORPAG;
237;11089;9999;C;COM;DEP.DINHEIRO ;#BCO;;;1191101;;;DEP.DINHEIRO ;;;;;;;;
237;12710;9999;C;COM;DEPOS C/C DINHEIRO ;#BCO;;;1191101;;;DEPOS C/C DINHEIRO ;;;;;;;;
237;4598;9999;C;COM;DEPOS ENTRE AGS CHEQUE O PROPRIO FAVORECIDO;#BCO;;;1191101;;;DEPOS ENTRE AGS CHEQUE O PROPRIO FAVORECIDO;11531;;;11216;;;Recebimento - Cheque;
237;12636;9999;C;COM;DEPOS ENTRE AGS DINHEIRO;#BCO;;;1191101;;;DEPOS ENTRE AGS DINHEIRO;;;;;;;;
237;6089;9999;C;COM;DEPOS ENTRE AGS DINHEIRO O PROPRIO FAVORECIDO;#BCO;;;1191101;;;DEPOS ENTRE AGS DINHEIRO O PROPRIO FAVORECIDO;11531;;;11211;048113;;Recebimento - Dinheiro;
237;12637;9999;C;COM;DEPOSIT TRANSFER BDN;#BCO;;;1191101;;;DEPOSIT TRANSFER BDN;;;;;;;;
237;4097;9999;D;COM;DEPOSIT TRANSFER BDN A. J. da Silveira Lima Me;1191201;;;#BCO;;;DEPOSIT TRANSFER BDN A. J. da Silveira Lima Me;11256;;;11529;;;Emprestimo socio;
237;4611;9999;C;COM;DEPOSITO C/C AUTOAT;#BCO;;;1191101;;;DEPOSITO C/C AUTOAT;;;;;;;;
237;6243;9999;C;COM;DEPOSITO C/C BDN;#BCO;;;1191101;;;DEPOSITO C/C BDN;11531;;;11211;048113;;Recebimento - Dep�sito;
237;11582;9999;C;COM;DEPOSITO CHEQUE C/C-BDN;#BCO;;;1191101;;;DEPOSITO CHEQUE C/C-BDN;11531;;;11211;048113;;Recebimento - Dep�sito;
237;4111;9999;C;COM;DEPOSITO EM CHEQUE O PROPRIO FAVORECIDO;#BCO;;;1191101;;;DEPOSITO EM CHEQUE O PROPRIO FAVORECIDO;11531;;;11216;;;Recebimento - Dep�sito Cheque;
237;12702;9999;C;COM;DEPOSITO EM DINHEIRO;#BCO;;;1191101;;;DEPOSITO EM DINHEIRO;;;;;;;;
237;4672;9999;C;COM;DEPOSITO EM DINHEIRO ANTONIO C. N. S. C. C. -. E.;#BCO;;;1191101;;;DEPOSITO EM DINHEIRO ANTONIO C. N. S. C. C. -. E.;;;;;;;;
237;6084;9999;C;COM;DEPOSITO EM DINHEIRO O PROPRIO FAVORECIDO;#BCO;;;1191101;;;DEPOSITO EM DINHEIRO O PROPRIO FAVORECIDO;;;;;;;;
237;1079;9999;C;COM;DESBLOQ.ORDEM JUDICIAL;#BCO;;;12112;;;DESBLOQ.ORDEM JUDICIAL;;;;;;;;
237;4248;9999;C;COM;DESBLOQ.ORDEM JUDICIAL OFICIO;#BCO;;;12112;;;DESBLOQ.ORDEM JUDICIAL OFICIO;;;;;;;;
237;122;9999;C;COM;DESCONTO DE CHEQUES;#BCO;;;1191101;;;DESCONTO DE CHEQUES;;;;;;;;
237;86;9999;C;COM;DESCONTO DE ORPAG;#BCO;;;1191101;;;DESCONTO DE ORPAG;;;;;;;;
237;586;1069;C;COM;DESCONTO DE ORPAG;#BCO;;;1191101;;;DESCONTO DE ORPAG;11531;;;11211;151299;;DESCONTO DE ORPAG - ENTRADA;
237;761;1028;C;COM;DESCONTO DE ORPAG;#BCO;;;1191101;;;DESCONTO DE ORPAG;11531;;;11211;048111;;DESCONTO DE ORPAG - ENTRADA;
237;745;1026;C;COM;DESCONTO DE ORPAG;#BCO;;;1191101;;;DESCONTO DE ORPAG;11531;;;11211;048111;;DESCONTO DE ORPAG - ENTRADA;
237;585;9999;D;COM;DESCONTO DE ORPAG;1191201;;;#BCO;;;DESCONTO DE ORPAG;11213;148113;;11529;;;DESCONTO DE ORPAG;
237;77;1069;D;COM;DESCONTO DE ORPAG;1191201;;;#BCO;;;DESCONTO DE ORPAG;11211;151299;;11529;;;DESCONTO DE ORPAG;
237;760;1028;D;COM;DESCONTO DE ORPAG;1191201;;;#BCO;;;DESCONTO DE ORPAG;11213;048113;;11529;;;DESCONTO DE ORPAG;
237;744;1026;D;COM;DESCONTO DE ORPAG;1191201;;;#BCO;;;DESCONTO DE ORPAG;11213;048113;;11529;;;DESCONTO DE ORPAG;
237;88;9999;C;COM;DESCONTO ESCRITURAL;#BCO;;;1191101;;;DESCONTO ESCRITURAL;11531;;;11229;;;Recebimento - Desconto Escritural;
237;162;9999;C;COM;DESP CARTORARIAS DBTP;#BCO;;;5713003;;#CCC;DESP CARTORARIAS DBTP;;;;;;;;
237;64;9999;D;COM;DESP CARTORARIAS DBTP;5713003;;;#BCO;;;DESP CARTORARIAS DBTP;;;;;;;;
237;12250;9999;D;COM;DESPESAS DE PROTESTO;5311155;;;#BCO;;;DESPESAS DE PROTESTO;;;;;;;;
237;1329;9999;D;COM;DESPESAS LCTOS.INTERNOS;1191201;;;#BCO;;;DESPESAS LCTOS.INTERNOS;;;;;;;;
237;65;9999;D;COM;DESPESAS.OPER.CREDITO;5713003;;;#BCO;;;DESPESAS.OPER.CREDITO;;;;;;;;
237;19;9999;C;COM;DEVOL CHQ;#BCO;;;1191101;;;DEVOL CHQ;11531;;;21111;048111;;Devolu��o de Cheque;
237;4583;9999;C;COM;DEVOL CHQ COMPE IRREGUL;;;;;;;DEVOL CHQ COMPE IRREGUL;;;;;;;;
237;70;9999;D;COM;DEVOL.CHEQUE DEPOSITADO;1191101;;;#BCO;;;DEVOL.CHEQUE DEPOSITADO;11216;;;11531;;;Devolu��o de Cheque;
237;7252;9999;D;COM;DEVOL.CHEQUE DEPOSITADO* 11-CHQ.S/FUNDOS 1A.APRES.;1191101;;;#BCO;;;DEVOL.CHEQUE DEPOSITADO* 11-CHQ.S/FUNDOS 1A.APRES.;11216;;;11531;;;Devolu��o de Cheque;
237;4614;9999;D;COM;DEVOL.CHEQUE DEPOSITADO* CHQ.S/FUNDOS 1A.APRES.;1191101;;;#BCO;;;DEVOL.CHEQUE DEPOSITADO* CHQ.S/FUNDOS 1A.APRES.;11216;;;11531;;;Devolu��o de Cheque;
237;2901;1378;C;COM;DEVOLUCAO CHEQUE SUSTADO EXTRAVIO/OUTROS;#BCO;;;1191101;;;DEVOLUCAO CHEQUE SUSTADO EXTRAVIO/OUTROS;;;;;;;;
237;2882;1169;C;COM;DEVOLUCAO CHEQUE SUSTADO EXTRAVIO/OUTROS;#BCO;;;1191101;;;DEVOLUCAO CHEQUE SUSTADO EXTRAVIO/OUTROS;;;;;;;;
237;20;9999;C;COM;DEVOLUCAO CHQ;#BCO;;;1191101;;;DEVOLUCAO CHQ;11531;;;21111;048111;;Devolu��o de Cheque;
237;12859;9999;C;COM;DEVOLUCAO PIX REM: KALUNGA SA 24/10;#BCO;;;1191101;;;DEVOLUCAO PIX REM: KALUNGA SA            24/10;;;;;;;;
237;12829;9999;C;COM;DEVOLUCAO PIX REM: KARINA ROCHA OKUDAIRA 02/03;#BCO;;;11531;;;DEVOLUCAO PIX REM: KARINA ROCHA OKUDAIRA 02/03;;;;;;;;
237;12837;9999;C;COM;DEVOLUCAO PIX REM: SUPERMERCADO IPERO ;#BCO;;;11531;;;DEVOLUCAO PIX REM: SUPERMERCADO IPERO ;;;;;;;;
237;6264;1576;D;COM;DIFERENCA RECOL.NUM.DOM.;1191201;;;#BCO;;;DIFERENCA RECOL.NUM.DOM.;;;;;;;;
237;638;9999;C;COM;DOC CREDITO AUTOMATICO*;#BCO;;;1191101;;;DOC CREDITO AUTOMATICO*;;;;;;;;
237;375;0136;C;COM;DOC CREDITO AUTOMATICO* NOBELPLAST EMBALAGENS LTDA;#BCO;;;1191301;;;DOC CREDITO AUTOMATICO* NOBELPLAST EMBALAGENS LTDA;;;;;;;;
237;1132;0994;C;COM;DOC CREDITO AUTOMATICO* SCREENS DO BRASIL F INDL LTDA;#BCO;;;1191301;;;DOC CREDITO AUTOMATICO* SCREENS DO BRASIL F INDL LTDA;;;;;;;;
237;2053;9999;C;COM;DOC DEVOLVIDO;#BCO;;;1191101;;;DOC DEVOLVIDO;11531;;;11211;048113;;Recebimento - ;
237;6117;1460;D;COM;DOC INT 401342;1191201;;;#BCO;;;DOC INT 401342;;;;;;;;
237;6123;1460;D;COM;DOC INT 401342;1191201;;;#BCO;;;DOC INT 401342;;;;;;;;
237;694;9999;C;COM;DOC/TED DEVOLVIDO;#BCO;;;1191101;;;DOC/TED DEVOLVIDO;;;;;;;;
237;36;9999;D;COM;DOC/TED INTERNET DOC INTERNET;5713003;;;#BCO;;;DOC/TED INTERNET DOC INTERNET;;;;;;;;
237;98;9999;D;COM;DOC/TED INTERNET TARIFA BANCARIA;5713003;;;#BCO;;;DOC/TED INTERNET TARIFA BANCARIA;;;;;;;;
237;11531;9999;D;COM;DOC/TED INTERNET TED INTERNET;5713003;;;#BCO;;;DOC/TED INTERNET TED INTERNET;;;;;;;;
237;82;9999;D;COM;DOC/TED PESSOAL DOC PESSOAL;5713003;;;#BCO;;;DOC/TED PESSOAL DOC PESSOAL;;;;;;;;
237;5;9999;D;COM;DOC/TED PESSOAL TED PESSOAL;5713003;;;#BCO;;;DOC/TED PESSOAL TED PESSOAL;;;;;;;;
237;139;9999;D;COM;DOC-D HOME BANKING;1191301;;;#BCO;;;DOC-D HOME BANKING;;;;;;;;
237;112;9999;D;COM;DOC-D HOME BANKING* DEST.FLDA COMERCIO E CONFECCAO D;1191301;;;#BCO;;;DOC-D HOME BANKING* DEST.FLDA COMERCIO E CONFECCAO D;;;;;;;;
237;12868;9999;D;COM;EDICAO CONTRATO CAMBIO CAMBIO EXP CTR   000000446216531;1191201;;;#BCO;;;EDICAO CONTRATO CAMBIO CAMBIO EXP CTR   000000446216531;;;;;;;;
237;16;9999;D;COM;ENCARGO;5713003;;;#BCO;;;ENCARGO;;;;;;;;
237;7240;9999;D;COM;ENCARGO SALDO VINCULADO;5713003;;;#BCO;;;ENCARGO SALDO VINCULADO;;;;;;;;
237;109;9999;D;COM;ENCARGOS C GARANTIDA ENCARGO;5715002;;;#BCO;;;ENCARGOS C GARANTIDA ENCARGO;;;;;;;;
237;108;9999;D;COM;ENCARGOS C GARANTIDA IOF;5713002;;;#BCO;;;ENCARGOS C GARANTIDA IOF;;;;;;;;
237;110;9999;D;COM;ENCARGOS C GARANTIDA LIMITE/UTILIZ.;5715002;;;#BCO;;;ENCARGOS C GARANTIDA LIMITE/UTILIZ.;;;;;;;;
237;4623;9999;D;COM;ENCARGOS DESCOBERTO CC;;;;;;;ENCARGOS DESCOBERTO CC;;;;;;;;
237;96;9999;C;COM;ENCARGOS LIMITE CREDITO;#BCO;;;1191101;;;ENCARGOS LIMITE CREDITO;11531;;;21543;;;Recebimento - Limite Cr�dito;
237;3932;9999;D;COM;ENCARGOS LIMITE DE CRED ENCARGO - 13,15%;;;;;;;ENCARGOS LIMITE DE CRED ENCARGO - 13,15%;;;;;;;;
237;12799;9999;D;COM;ENERGIA RESERVA;1191201;;;#BCO;;;ENERGIA RESERVA;;;;;;;;
237;12855;9999;C;COM;ESTORNO;#BCO;;;1191101;;;ESTORNO;;;;;;;;
237;130;9999;C;COM;ESTORNO DE LANCAMENTO;#BCO;;;1191201;;;ESTORNO DE LANCAMENTO;;;;;;;;
237;2188;9999;D;COM;ESTORNO DE LANCAMENTO*;1191201;;;#BCO;;;ESTORNO DE LANCAMENTO*;;;;;;;;
237;123;9999;D;COM;ESTORNO DE LANCAMENTO* DIVERSOS RECEBIMENTOS;1191201;;;#BCO;;;ESTORNO DE LANCAMENTO* DIVERSOS RECEBIMENTOS;;;;;;;;
237;60;9999;C;COM;ESTORNO TARIFAS;#BCO;;;5713003;;#CCC;ESTORNO TARIFAS;;;;;;;;
237;63;9999;D;COM;GASTOS CARTAO DE CREDITO;1191201;;;#BCO;;;GASTOS CARTAO DE CREDITO;21644;;;11529;;;Pagto.Gastos c/Cart�o de Cr�dito;
237;9895;9999;C;COM;GETNET AMEX CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;GETNET AMEX CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;;
237;9901;9999;C;COM;GETNET AMEX CREDITO GETNET ADQUIRENCIA E SERVICOS;#BCO;;;1191101;;;GETNET AMEX CREDITO GETNET ADQUIRENCIA E SERVICOS;11531;;;11211;151299;;Recebimento.cartao Amex - Adquirencia e Servicos ;
237;9894;9999;C;COM;GETNET ELO CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;GETNET ELO CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;;
237;9900;9999;C;COM;GETNET ELO CREDITO GETNET ADQUIRENCIA E SERVICOS;#BCO;;;1191101;;;GETNET ELO CREDITO GETNET ADQUIRENCIA E SERVICOS;11531;;;11211;151299;;Recebimento.cartao Elo - Adquirencia e Servicos ;
237;5835;9999;C;COM;GETNET ELO DEBITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;GETNET ELO DEBITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;;
237;5837;9999;C;COM;GETNET ELO DEBITO GETNET ADQUIRENCIA E SERVICOS;#BCO;;;1191101;;;GETNET ELO DEBITO GETNET ADQUIRENCIA E SERVICOS;11531;;;11213;037848;;Recebimento de cartao;
237;9896;9999;C;COM;GETNET HIPER CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;GETNET HIPER CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;;
237;9902;9999;C;COM;GETNET HIPER CREDITO GETNET ADQUIRENCIA E SERVICOS;#BCO;;;1191101;;;GETNET HIPER CREDITO GETNET ADQUIRENCIA E SERVICOS;11531;;;11213;142348;;Recebimento.cartao Hiper - Adquirencia e Servicos ;
237;5830;9999;C;COM;GETNET MASTER CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;GETNET MASTER CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;;
237;5838;9999;C;COM;GETNET MASTER CREDITO GETNET ADQUIRENCIA E SERVICOS;#BCO;;;1191101;;;GETNET MASTER CREDITO GETNET ADQUIRENCIA E SERVICOS;11531;;;11213;043383;;Recebimento de cartao;
237;5839;9999;C;COM;GETNET MASTER DEBITO GETNET ADQUIRENCIA E SERVICOS;#BCO;;;1191101;;;GETNET MASTER DEBITO GETNET ADQUIRENCIA E SERVICOS;11531;;;11213;043383;;Recebimento de cartao;
237;5826;9999;C;COM;GETNET MASTER DEBITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;GETNET MASTER DEBITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;;
237;5840;9999;C;COM;GETNET VISA CREDITO GETNET ADQUIRENCIA E SERVICOS;#BCO;;;1191101;;;GETNET VISA CREDITO GETNET ADQUIRENCIA E SERVICOS;11531;;;11213;243478;;Recebimento de cartao;
237;5829;9999;C;COM;GETNET VISA CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;GETNET VISA CREDITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;;
237;5841;9999;C;COM;GETNET VISA DEBITO GETNET ADQUIRENCIA E SERVICOS;#BCO;;;1191101;;;GETNET VISA DEBITO GETNET ADQUIRENCIA E SERVICOS;11531;;;11213;243478;;Recebimento de cartao;
237;5827;9999;C;COM;GETNET VISA DEBITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;GETNET VISA DEBITO GETNET ADQUIRENCIA E SERVICOS;;;;;;;;
237;68;9999;D;COM;IMPOSTO ESTADUAL;1191201;;;#BCO;;;IMPOSTO ESTADUAL;;;;;;;;
237;2779;9999;D;COM;IMPOSTO MUNICIPAL PMSP;1191201;;;#BCO;;;IMPOSTO MUNICIPAL PMSP;;;;;;;;
237;11519;1867;D;COM;IMPOSTO S/OPER CAMBIO;1191201;;;#BCO;;;IMPOSTO S/OPER CAMBIO;;;;;;;;
237;3466;1152;C;COM;INCORPORACAO BANCOS;#BCO;;;1191301;;;INCORPORACAO BANCOS;;;;;;;;
237;3467;1152;D;COM;INCORPORACAO BANCOS;1191301;;;#BCO;;;INCORPORACAO BANCOS;;;;;;;;
237;102;9999;D;COM;IOF;5713002;;;#BCO;;;IOF;;;;;;;;
237;3934;9999;D;COM;IOF S/ UTILIZACAO LIMITE;5713002;;;#BCO;;;IOF S/ UTILIZACAO LIMITE;;;;;;;;
237;1227;9999;C;COM;LANCAMENTO A CREDITO;#BCO;;;1191101;;;LANCAMENTO A CREDITO;;;;;;;;
237;3462;9999;D;COM;LANCAMENTO A DEBITO;1191201;;;#BCO;;;LANCAMENTO A DEBITO;;;;;;;;
237;3308;1169;D;COM;LANCAMENTOS TRIC WEB;1191201;;;#BCO;;;LANCAMENTOS TRIC WEB;;;;;;;;
237;12451;9999;C;COM;LIB ANTEC FORNECEDOR;#BCO;;;1191101;;;LIB ANTEC FORNECEDOR;;;;;;;;
237;3461;9999;C;COM;LIB.CTA.VINCULADA-DBTP;#BCO;;;1191301;;;LIB.CTA.VINCULADA-DBTP;;;;;;;;
237;3702;1430;C;COM;LIBERACAO FINANCIAMENTO;#BCO;;;1191101;;;LIBERACAO FINANCIAMENTO;;;;;;;;
237;3700;1430;C;COM;LIBERACAO FINANCIAMENTO;#BCO;;;1191101;;;LIBERACAO FINANCIAMENTO;;;;;;;;
237;3701;1430;C;COM;LIBERACAO FINANCIAMENTO;#BCO;;;1191101;;;LIBERACAO FINANCIAMENTO;;;;;;;;
237;1135;0994;C;COM;LIBERACAO FINANCIAMENTO;#BCO;;;1191101;;;LIBERACAO FINANCIAMENTO;;;;;;;;
237;4255;1169;C;COM;LIQUID COBRANCA VALOR DISPONIVEL;#BCO;;;1191101;;;LIQUID COBRANCA VALOR DISPONIVEL;;;;;;;;
237;4256;1169;C;COM;LIQUID COBRANCA VALOR DISPONIVEL;#BCO;;;1191101;;;LIQUID COBRANCA VALOR DISPONIVEL;;;;;;;;
237;4257;1169;C;COM;LIQUID COBRANCA VALOR DISPONIVEL;#BCO;;;1191101;;;LIQUID COBRANCA VALOR DISPONIVEL;;;;;;;;
237;4254;1169;C;COM;LIQUID COBRANCA VALOR DISPONIVEL;#BCO;;;1191101;;;LIQUID COBRANCA VALOR DISPONIVEL;;;;;;;;
237;12869;9999;D;COM;LIQUID.ORDEM.PAGTO.EXP CAMBIO EXP CTR   000000446216531;1191201;;;#BCO;;;LIQUID.ORDEM.PAGTO.EXP CAMBIO EXP CTR   000000446216531;;;;;;;;
237;91;9999;C;COM;LIQUIDACAO COBRANCA;#BCO;;;1191101;;;LIQUIDACAO COBRANCA;11531;;;11211;151299;;Recebimento NF N� 000000 &NOME24;
237;56;9999;C;COM;LIQUIDACAO DE COBRANCA;#BCO;;;1191101;;;LIQUIDACAO DE COBRANCA;11531;;;11211;151299;;Recebimento NF N� 000000 &NOME24;
237;6224;9999;C;COM;LIQUIDACAO DE COBRANCA Valor Disponivel;#BCO;;;1191101;;;LIQUIDACAO DE COBRANCA Valor Disponivel;;;;;;;;
237;4264;9999;D;COM;LIQUIDACAO DE COBRANCA VALOR DISPONIVEL;1191201;;;#BCO;;;LIQUIDACAO DE COBRANCA VALOR DISPONIVEL;;;;;;;;
237;99;9999;D;COM;MANUTENCAO CADASTRO PJ CADASTRO PESSOA  JURID/SOCIO;5713003;;;#BCO;;;MANUTENCAO CADASTRO PJ CADASTRO PESSOA  JURID/SOCIO;;;;;;;;
237;111;9999;D;COM;MANUTENCAO CADASTRO PJ FICHA CADASTRAL PJ/SOCIO;5713003;;;#BCO;;;MANUTENCAO CADASTRO PJ FICHA CADASTRAL PJ/SOCIO;;;;;;;;
237;12803;9999;D;COM;MERC ENERG CP BANCO BRADESCO SA;1191201;;;#BCO;;;MERC ENERG CP BANCO BRADESCO SA;;;;;;;;
237;148;9999;D;COM;MORA CAP.GIRO CURTO PRAZ;1191201;;;#BCO;;;MORA CAP.GIRO CURTO PRAZ;21543;;;11529;;;Pagto.empr�stimo - Mora Capital de Giro;
237;103;9999;D;COM;MORA CAPITAL DE GIRO;1191201;;;#BCO;;;MORA CAPITAL DE GIRO;21543;;;11529;;;Pagto.empr�stimo - Mora Capital de Giro;
237;1233;1169;D;COM;MORA COMISSAO FIANCA;1191201;;;#BCO;;;MORA COMISSAO FIANCA;;;;;;;;
237;124;9999;D;COM;MORA CONTA DE LUZ;5711005;;;#BCO;;;MORA CONTA DE LUZ;;;;;;;;
237;121;9999;D;COM;MORA CONTA GARANTIDA MORA ENCARGO;5713003;;;#BCO;;;MORA CONTA GARANTIDA MORA ENCARGO;;;;;;;;
237;120;9999;D;COM;MORA CONTA GARANTIDA MORA IOF;5713002;;;#BCO;;;MORA CONTA GARANTIDA MORA IOF;;;;;;;;
